x_pixel,y_pixel,distance_cm
0,297,3.07208
1,297,3.07208
2,297,3.07208
3,297,3.07208
4,297,3.07208
5,297,3.07208
6,297,3.07208
7,297,3.07208
8,297,3.07208
9,297,3.07208
10,297,3.07208
11,297,3.07208
12,297,3.07208
13,297,3.07208
14,297,3.07208
15,297,3.07208
16,297,3.07208
17,297,3.07208
18,297,3.07208
19,297,3.07208
20,297,3.07208
21,297,3.07208
22,297,3.07208
23,297,3.07208
24,297,3.07208
25,297,3.07208
26,296,3.08864
27,296,3.08864
28,296,3.08864
29,296,3.08864
30,296,3.08864
31,296,3.08864
32,296,3.08864
33,296,3.08864
34,296,3.08864
35,296,3.08864
36,296,3.08864
37,296,3.08864
38,296,3.08864
39,296,3.08864
40,296,3.08864
41,296,3.08864
42,296,3.08864
43,296,3.08864
44,296,3.08864
45,296,3.08864
46,296,3.08864
47,296,3.08864
48,296,3.08864
49,296,3.08864
50,296,3.08864
51,296,3.08864
52,296,3.08864
53,296,3.08864
54,296,3.08864
55,296,3.08864
56,296,3.08864
57,296,3.08864
58,296,3.08864
59,296,3.08864
60,295,3.10523
61,295,3.10523
62,296,3.08864
63,296,3.08864
64,296,3.08864
65,296,3.08864
66,296,3.08864
67,296,3.08864
68,295,3.10523
69,295,3.10523
70,295,3.10523
71,295,3.10523
72,295,3.10523
73,295,3.10523
74,295,3.10523
75,295,3.10523
76,295,3.10523
77,295,3.10523
78,295,3.10523
79,295,3.10523
80,295,3.10523
81,295,3.10523
82,295,3.10523
83,295,3.10523
84,295,3.10523
85,295,3.10523
86,295,3.10523
87,295,3.10523
88,295,3.10523
89,295,3.10523
90,295,3.10523
91,295,3.10523
92,295,3.10523
93,296,3.08864
94,296,3.08864
95,296,3.08864
96,296,3.08864
97,296,3.08864
98,296,3.08864
99,296,3.08864
100,295,3.10523
101,295,3.10523
102,295,3.10523
103,295,3.10523
104,295,3.10523
105,295,3.10523
106,295,3.10523
107,295,3.10523
108,295,3.10523
109,295,3.10523
110,295,3.10523
111,295,3.10523
112,295,3.10523
113,295,3.10523
114,295,3.10523
115,295,3.10523
116,295,3.10523
117,295,3.10523
118,295,3.10523
119,295,3.10523
120,295,3.10523
121,295,3.10523
122,295,3.10523
123,295,3.10523
124,295,3.10523
125,295,3.10523
126,295,3.10523
127,295,3.10523
128,295,3.10523
129,295,3.10523
130,295,3.10523
131,295,3.10523
132,295,3.10523
133,295,3.10523
134,295,3.10523
135,294,3.12187
136,294,3.12187
137,295,3.10523
138,295,3.10523
139,295,3.10523
140,295,3.10523
141,295,3.10523
142,294,3.12187
143,294,3.12187
144,294,3.12187
145,294,3.12187
146,294,3.12187
147,294,3.12187
148,294,3.12187
149,294,3.12187
150,294,3.12187
151,294,3.12187
152,294,3.12187
153,294,3.12187
154,294,3.12187
155,294,3.12187
156,294,3.12187
157,294,3.12187
158,294,3.12187
159,294,3.12187
160,294,3.12187
161,294,3.12187
162,294,3.12187
163,294,3.12187
164,294,3.12187
165,294,3.12187
166,294,3.12187
167,294,3.12187
168,294,3.12187
169,294,3.12187
170,294,3.12187
171,294,3.12187
172,294,3.12187
173,294,3.12187
174,294,3.12187
175,294,3.12187
176,294,3.12187
177,294,3.12187
178,294,3.12187
179,294,3.12187
180,294,3.12187
181,294,3.12187
182,294,3.12187
183,294,3.12187
184,294,3.12187
185,294,3.12187
186,294,3.12187
187,294,3.12187
188,294,3.12187
189,294,3.12187
190,294,3.12187
191,294,3.12187
192,294,3.12187
193,294,3.12187
194,294,3.12187
195,294,3.12187
196,294,3.12187
197,294,3.12187
198,293,3.13855
199,293,3.13855
200,293,3.13855
201,293,3.13855
202,293,3.13855
203,293,3.13855
204,293,3.13855
205,293,3.13855
206,293,3.13855
207,293,3.13855
208,293,3.13855
209,293,3.13855
210,293,3.13855
211,293,3.13855
212,293,3.13855
213,293,3.13855
214,293,3.13855
215,293,3.13855
216,293,3.13855
217,293,3.13855
218,293,3.13855
219,293,3.13855
220,293,3.13855
221,293,3.13855
222,293,3.13855
223,293,3.13855
224,293,3.13855
225,293,3.13855
226,293,3.13855
227,293,3.13855
228,293,3.13855
229,293,3.13855
230,293,3.13855
231,293,3.13855
232,293,3.13855
233,293,3.13855
234,293,3.13855
235,293,3.13855
236,293,3.13855
237,293,3.13855
238,293,3.13855
239,293,3.13855
240,293,3.13855
241,293,3.13855
242,293,3.13855
243,293,3.13855
244,293,3.13855
245,292,3.15527
246,292,3.15527
247,292,3.15527
248,292,3.15527
249,292,3.15527
250,292,3.15527
251,292,3.15527
252,292,3.15527
253,292,3.15527
254,292,3.15527
255,292,3.15527
256,292,3.15527
257,293,3.13855
258,293,3.13855
259,293,3.13855
260,293,3.13855
261,293,3.13855
262,293,3.13855
263,293,3.13855
264,293,3.13855
265,293,3.13855
266,293,3.13855
267,293,3.13855
268,293,3.13855
269,293,3.13855
270,293,3.13855
271,293,3.13855
272,293,3.13855
273,293,3.13855
274,293,3.13855
275,293,3.13855
276,293,3.13855
277,293,3.13855
278,293,3.13855
279,293,3.13855
280,293,3.13855
281,293,3.13855
282,293,3.13855
283,292,3.15527
284,292,3.15527
285,292,3.15527
286,292,3.15527
287,292,3.15527
288,292,3.15527
289,292,3.15527
290,292,3.15527
291,292,3.15527
292,292,3.15527
293,292,3.15527
294,292,3.15527
295,292,3.15527
296,292,3.15527
297,292,3.15527
298,292,3.15527
299,292,3.15527
300,292,3.15527
301,292,3.15527
302,292,3.15527
303,292,3.15527
304,292,3.15527
305,292,3.15527
306,292,3.15527
307,292,3.15527
308,292,3.15527
309,292,3.15527
310,292,3.15527
311,292,3.15527
312,292,3.15527
313,292,3.15527
314,292,3.15527
315,292,3.15527
316,292,3.15527
317,292,3.15527
318,292,3.15527
319,292,3.15527
320,292,3.15527
321,292,3.15527
322,292,3.15527
323,292,3.15527
324,292,3.15527
325,292,3.15527
326,292,3.15527
327,292,3.15527
328,292,3.15527
329,292,3.15527
330,292,3.15527
331,292,3.15527
332,292,3.15527
333,292,3.15527
334,292,3.15527
335,292,3.15527
336,292,3.15527
337,292,3.15527
338,292,3.15527
339,292,3.15527
340,292,3.15527
341,292,3.15527
342,292,3.15527
343,292,3.15527
344,292,3.15527
345,291,3.17202
346,291,3.17202
347,291,3.17202
348,291,3.17202
349,291,3.17202
350,291,3.17202
351,291,3.17202
352,291,3.17202
353,291,3.17202
354,291,3.17202
355,292,3.15527
356,292,3.15527
357,292,3.15527
358,292,3.15527
359,292,3.15527
360,291,3.17202
361,291,3.17202
362,291,3.17202
363,291,3.17202
364,291,3.17202
365,291,3.17202
366,291,3.17202
367,291,3.17202
368,291,3.17202
369,291,3.17202
370,291,3.17202
371,291,3.17202
372,291,3.17202
373,292,3.15527
198,211,3.15251
199,211,3.15251
200,211,3.15251
201,211,3.15251
202,211,3.15251
203,211,3.15251
204,211,3.15251
205,212,3.13642
206,212,3.13642
207,212,3.13642
208,212,3.13642
209,212,3.13642
210,212,3.13642
211,211,3.15251
212,211,3.15251
213,212,3.13642
214,212,3.13642
215,212,3.13642
216,212,3.13642
217,212,3.13642
218,212,3.13642
219,212,3.13642
220,212,3.13642
221,212,3.13642
222,212,3.13642
223,212,3.13642
224,212,3.13642
225,212,3.13642
226,212,3.13642
227,212,3.13642
228,212,3.13642
229,212,3.13642
230,213,3.12038
231,213,3.12038
232,213,3.12038
233,213,3.12038
234,213,3.12038
235,213,3.12038
236,213,3.12038
237,213,3.12038
238,213,3.12038
239,213,3.12038
240,213,3.12038
241,213,3.12038
242,213,3.12038
243,213,3.12038
244,213,3.12038
245,213,3.12038
246,213,3.12038
247,213,3.12038
248,213,3.12038
249,214,3.10438
250,214,3.10438
251,213,3.12038
252,213,3.12038
253,213,3.12038
254,213,3.12038
255,213,3.12038
256,214,3.10438
257,214,3.10438
258,214,3.10438
259,214,3.10438
260,214,3.10438
261,214,3.10438
262,214,3.10438
263,214,3.10438
264,215,3.08843
265,215,3.08843
266,214,3.10438
267,214,3.10438
268,214,3.10438
269,214,3.10438
270,214,3.10438
271,214,3.10438
272,214,3.10438
273,214,3.10438
274,214,3.10438
275,214,3.10438
276,214,3.10438
277,214,3.10438
278,214,3.10438
279,215,3.08843
280,215,3.08843
281,215,3.08843
282,215,3.08843
283,215,3.08843
284,215,3.08843
285,215,3.08843
286,215,3.08843
287,215,3.08843
288,215,3.08843
289,215,3.08843
290,215,3.08843
291,215,3.08843
292,215,3.08843
293,215,3.08843
294,215,3.08843
295,215,3.08843
296,215,3.08843
297,215,3.08843
298,215,3.08843
299,215,3.08843
300,215,3.08843
301,215,3.08843
302,215,3.08843
303,215,3.08843
304,215,3.08843
305,216,3.07252
306,216,3.07252
307,216,3.07252
308,216,3.07252
309,216,3.07252
310,216,3.07252
311,216,3.07252
312,216,3.07252
313,216,3.07252
314,216,3.07252
315,216,3.07252
316,216,3.07252
317,216,3.07252
318,216,3.07252
319,216,3.07252
320,217,3.05666
321,217,3.05666
322,217,3.05666
323,217,3.05666
324,217,3.05666
325,217,3.05666
326,217,3.05666
327,217,3.05666
328,217,3.05666
329,217,3.05666
330,217,3.05666
331,217,3.05666
332,217,3.05666
333,217,3.05666
334,217,3.05666
335,217,3.05666
336,217,3.05666
337,217,3.05666
338,217,3.05666
339,217,3.05666
340,217,3.05666
341,217,3.05666
342,217,3.05666
343,217,3.05666
344,217,3.05666
345,217,3.05666
346,217,3.05666
347,218,3.04084
348,218,3.04084
349,218,3.04084
350,218,3.04084
351,218,3.04084
352,218,3.04084
353,218,3.04084
354,218,3.04084
355,218,3.04084
356,218,3.04084
357,218,3.04084
358,218,3.04084
359,218,3.04084
360,218,3.04084
361,218,3.04084
362,218,3.04084
363,218,3.04084
364,218,3.04084
365,218,3.04084
366,218,3.04084
367,218,3.04084
368,218,3.04084
369,219,3.02507
370,218,3.04084
371,218,3.04084
372,218,3.04084
373,218,3.04084
374,218,3.04084
375,218,3.04084
376,218,3.04084
377,218,3.04084
378,218,3.04084
379,219,3.02507
380,219,3.02507
381,219,3.02507
382,219,3.02507
383,219,3.02507
384,219,3.02507
385,219,3.02507
386,219,3.02507
387,219,3.02507
388,219,3.02507
389,219,3.02507
390,219,3.02507
391,219,3.02507
392,219,3.02507
393,219,3.02507
394,219,3.02507
395,219,3.02507
396,219,3.02507
397,219,3.02507
398,219,3.02507
399,219,3.02507
400,220,3.00934
401,220,3.00934
402,220,3.00934
403,220,3.00934
404,220,3.00934
405,220,3.00934
406,220,3.00934
407,220,3.00934
408,220,3.00934
409,220,3.00934
410,220,3.00934
411,220,3.00934
412,220,3.00934
413,220,3.00934
414,220,3.00934
415,220,3.00934
416,220,3.00934
417,220,3.00934
418,220,3.00934
419,220,3.00934
420,220,3.00934
421,220,3.00934
422,220,3.00934
423,220,3.00934
424,220,3.00934
425,220,3.00934
426,220,3.00934
427,220,3.00934
428,220,3.00934
429,221,2.99366
430,221,2.99366
431,221,2.99366
432,221,2.99366
433,221,2.99366
434,221,2.99366
435,221,2.99366
436,221,2.99366
437,221,2.99366
438,221,2.99366
439,221,2.99366
440,221,2.99366
441,221,2.99366
442,221,2.99366
443,221,2.99366
444,221,2.99366
445,221,2.99366
446,221,2.99366
447,221,2.99366
448,221,2.99366
449,221,2.99366
450,221,2.99366
451,221,2.99366
452,221,2.99366
453,222,2.97802
454,222,2.97802
455,222,2.97802
456,222,2.97802
457,222,2.97802
458,222,2.97802
459,222,2.97802
460,222,2.97802
461,222,2.97802
462,222,2.97802
463,222,2.97802
464,222,2.97802
465,223,2.96242
466,223,2.96242
467,223,2.96242
468,223,2.96242
469,223,2.96242
470,223,2.96242
471,223,2.96242
