x_pixel,y_pixel,distance_cm
113,230,3.57128
114,230,3.57128
115,230,3.55387
116,230,3.57128
117,230,3.55387
118,230,3.55387
119,230,3.55387
120,230,3.53652
121,230,3.53652
122,230,3.53652
123,230,3.53652
124,230,3.53652
125,230,3.53652
126,230,3.53652
127,230,3.53652
128,230,3.53652
129,230,3.53652
130,230,3.53652
131,230,3.55387
132,230,3.55387
133,230,3.53652
134,230,3.53652
135,230,3.51923
136,230,3.51923
137,230,3.51923
138,230,3.51923
139,230,3.502
140,230,3.502
141,230,3.502
142,230,3.502
143,230,3.48482
144,230,3.502
145,230,3.48482
146,230,3.4677
147,230,3.4677
148,230,3.4677
149,230,3.45064
150,230,3.45064
151,230,3.33272
152,230,3.2995
153,230,3.2995
154,230,3.28297
155,230,3.26649
156,230,3.26649
157,230,3.25006
158,230,3.25006
159,230,3.25006
160,230,3.23368
161,230,3.23368
162,230,3.23368
163,230,3.23368
164,230,3.23368
165,230,3.23368
166,230,3.23368
167,230,3.23368
168,230,3.23368
169,230,3.23368
170,230,3.23368
171,230,3.23368
172,230,3.23368
173,230,3.25006
174,230,3.25006
175,230,3.25006
176,230,3.25006
177,230,3.25006
178,230,3.25006
179,230,3.26649
180,230,3.25006
181,230,3.25006
182,230,3.25006
183,230,3.25006
184,230,3.25006
185,230,3.25006
186,230,3.25006
187,230,3.23368
188,230,3.23368
189,230,3.23368
190,230,3.21735
191,230,3.21735
192,230,3.20107
193,230,3.18483
194,230,3.18483
195,230,3.16865
196,230,3.15251
197,230,3.13642
198,230,3.12038
199,230,3.10438
200,230,3.08843
201,230,3.07252
202,230,3.07252
203,230,3.07252
204,230,3.07252
205,230,3.05666
206,230,3.05666
207,230,3.05666
208,230,3.05666
209,230,3.05666
210,230,3.05666
211,230,3.05666
212,230,3.04084
213,230,3.05666
214,230,3.05666
215,230,3.04084
216,230,3.04084
217,230,3.04084
218,230,3.04084
219,230,3.04084
220,230,3.02507
221,230,3.02507
222,230,3.02507
223,230,3.02507
224,230,3.00934
225,230,3.00934
226,230,3.00934
227,230,3.00934
228,230,3.00934
229,230,3.00934
230,230,3.00934
231,230,2.99366
232,230,2.99366
233,230,2.99366
234,230,2.99366
235,230,2.99366
236,230,2.99366
237,230,2.97802
238,230,2.97802
239,230,2.97802
240,230,2.99366
241,230,2.99366
242,230,2.99366
243,230,2.99366
244,230,2.99366
245,230,2.97802
246,230,2.97802
247,230,2.97802
248,230,2.99366
249,230,2.99366
250,230,2.99366
251,230,3.00934
252,230,3.00934
253,230,3.00934
254,230,3.00934
255,230,3.00934
256,230,3.02507
257,230,3.02507
258,230,3.02507
259,230,3.02507
260,230,3.04084
261,230,3.04084
262,230,3.04084
263,230,3.04084
264,230,3.04084
265,230,3.04084
266,230,3.04084
267,230,3.04084
268,230,3.04084
269,230,3.04084
270,230,3.04084
271,230,3.04084
272,230,3.04084
273,230,3.04084
274,230,3.02507
275,230,3.00934
276,230,3.00934
277,230,2.99366
278,230,2.97802
279,230,2.96242
280,230,2.94686
281,230,2.94686
282,230,2.96242
283,230,2.96242
284,230,2.94686
285,230,2.94686
286,230,2.93135
287,230,2.91588
288,230,2.91588
289,230,2.90045
290,230,2.90045
291,230,2.90045
292,230,2.90045
293,230,2.88506
294,230,2.88506
295,230,2.88506
296,230,2.86971
297,230,2.86971
298,230,2.86971
299,230,2.86971
300,230,2.86971
301,230,2.86971
302,230,2.86971
303,230,2.86971
