x_pixel,y_pixel,distance_cm
30,183,3.62388
31,183,3.62388
32,183,3.62388
33,183,3.62388
34,182,3.64153
35,183,3.62388
36,183,3.62388
37,184,3.60628
38,185,3.58875
39,186,3.57128
40,187,3.55387
41,187,3.55387
42,187,3.55387
43,188,3.53652
44,189,3.51923
45,189,3.51923
46,190,3.502
47,190,3.502
48,191,3.48482
49,191,3.48482
50,191,3.48482
51,191,3.48482
52,191,3.48482
53,191,3.48482
54,191,3.48482
55,191,3.48482
56,191,3.48482
57,190,3.502
58,191,3.48482
59,191,3.48482
60,192,3.4677
61,192,3.4677
62,193,3.45064
63,193,3.45064
64,193,3.45064
65,194,3.43363
66,195,3.41667
67,195,3.41667
68,196,3.39978
69,196,3.39978
70,196,3.39978
71,196,3.39978
72,196,3.39978
73,196,3.39978
74,197,3.38293
75,200,3.33272
76,201,3.31608
77,201,3.31608
78,202,3.2995
79,202,3.2995
80,202,3.2995
81,202,3.2995
82,202,3.2995
83,203,3.28297
84,214,3.10438
85,215,3.08843
86,216,3.07252
87,216,3.07252
88,216,3.07252
89,216,3.07252
90,216,3.07252
91,216,3.07252
92,216,3.07252
93,215,3.08843
94,215,3.08843
95,215,3.08843
96,214,3.10438
97,214,3.10438
98,214,3.10438
99,214,3.10438
100,213,3.12038
101,213,3.12038
102,213,3.12038
103,213,3.12038
104,213,3.12038
105,213,3.12038
106,213,3.12038
107,214,3.10438
108,214,3.10438
109,214,3.10438
110,214,3.10438
111,214,3.10438
112,213,3.12038
113,214,3.10438
114,216,3.07252
115,217,3.05666
116,217,3.05666
117,218,3.04084
118,218,3.04084
119,219,3.02507
120,220,3.00934
121,221,2.99366
122,222,2.97802
123,224,2.94686
124,224,2.94686
125,225,2.93135
126,225,2.93135
127,226,2.91588
128,226,2.91588
129,226,2.91588
130,226,2.91588
131,226,2.91588
132,227,2.90045
133,228,2.88506
134,227,2.90045
135,227,2.90045
136,227,2.90045
137,227,2.90045
138,226,2.91588
139,226,2.91588
140,226,2.91588
141,227,2.90045
142,227,2.90045
143,228,2.88506
144,229,2.86971
145,230,2.8544
146,231,2.83913
147,232,2.82391
148,233,2.80872
149,234,2.79357
150,234,2.79357
151,235,2.77846
152,233,2.80872
153,233,2.80872
154,234,2.79357
155,234,2.79357
156,234,2.79357
157,234,2.79357
158,235,2.77846
159,235,2.77846
160,234,2.79357
161,234,2.79357
162,234,2.79357
163,234,2.79357
164,233,2.80872
165,233,2.80872
166,233,2.80872
167,234,2.79357
168,235,2.77846
169,239,2.71841
170,240,2.70349
171,241,2.68861
172,241,2.68861
173,241,2.68861
174,241,2.68861
175,241,2.68861
176,242,2.67376
177,242,2.67376
178,242,2.67376
179,242,2.67376
180,242,2.67376
181,242,2.67376
182,243,2.65895
183,243,2.65895
184,243,2.65895
185,243,2.65895
186,243,2.65895
187,243,2.65895
188,243,2.65895
189,243,2.65895
190,243,2.65895
191,243,2.65895
192,243,2.65895
193,243,2.65895
194,243,2.65895
195,243,2.65895
196,243,2.65895
197,244,2.64418
198,244,2.64418
199,243,2.65895
200,243,2.65895
201,243,2.65895
