x_pixel,y_pixel,distance_cm
30,230,3.62388
31,230,3.62388
32,230,3.62388
33,230,3.62388
34,230,3.64153
35,230,3.62388
36,230,3.62388
37,230,3.60628
38,230,3.58875
39,230,3.57128
40,230,3.55387
41,230,3.55387
42,230,3.55387
43,230,3.53652
44,230,3.51923
45,230,3.51923
46,230,3.502
47,230,3.502
48,230,3.48482
49,230,3.48482
50,230,3.48482
51,230,3.48482
52,230,3.48482
53,230,3.48482
54,230,3.48482
55,230,3.48482
56,230,3.48482
57,230,3.502
58,230,3.48482
59,230,3.48482
60,230,3.4677
61,230,3.4677
62,230,3.45064
63,230,3.45064
64,230,3.45064
65,230,3.43363
66,230,3.41667
67,230,3.41667
68,230,3.39978
69,230,3.39978
70,230,3.39978
71,230,3.39978
72,230,3.39978
73,230,3.39978
74,230,3.38293
75,230,3.33272
76,230,3.31608
77,230,3.31608
78,230,3.2995
79,230,3.2995
80,230,3.2995
81,230,3.2995
82,230,3.2995
83,230,3.28297
84,230,3.10438
85,230,3.08843
86,230,3.07252
87,230,3.07252
88,230,3.07252
89,230,3.07252
90,230,3.07252
91,230,3.07252
92,230,3.07252
93,230,3.08843
94,230,3.08843
95,230,3.08843
96,230,3.10438
97,230,3.10438
98,230,3.10438
99,230,3.10438
100,230,3.12038
101,230,3.12038
102,230,3.12038
103,230,3.12038
104,230,3.12038
105,230,3.12038
106,230,3.12038
107,230,3.10438
108,230,3.10438
109,230,3.10438
110,230,3.10438
111,230,3.10438
112,230,3.12038
113,230,3.10438
114,230,3.07252
115,230,3.05666
116,230,3.05666
117,230,3.04084
118,230,3.04084
119,230,3.02507
120,230,3.00934
121,230,2.99366
122,230,2.97802
123,230,2.94686
124,230,2.94686
125,230,2.93135
126,230,2.93135
127,230,2.91588
128,230,2.91588
129,230,2.91588
130,230,2.91588
131,230,2.91588
132,230,2.90045
133,230,2.88506
134,230,2.90045
135,230,2.90045
136,230,2.90045
137,230,2.90045
138,230,2.91588
139,230,2.91588
140,230,2.91588
141,230,2.90045
142,230,2.90045
143,230,2.88506
144,230,2.86971
145,230,2.8544
146,230,2.83913
147,230,2.82391
148,230,2.80872
149,230,2.79357
150,230,2.79357
151,230,2.77846
152,230,2.80872
153,230,2.80872
154,230,2.79357
155,230,2.79357
156,230,2.79357
157,230,2.79357
158,230,2.77846
159,230,2.77846
160,230,2.79357
161,230,2.79357
162,230,2.79357
163,230,2.79357
164,230,2.80872
165,230,2.80872
166,230,2.80872
167,230,2.79357
168,230,2.77846
169,230,2.71841
170,230,2.70349
171,230,2.68861
172,230,2.68861
173,230,2.68861
174,230,2.68861
175,230,2.68861
176,230,2.67376
177,230,2.67376
178,230,2.67376
179,230,2.67376
180,230,2.67376
181,230,2.67376
182,230,2.65895
183,230,2.65895
184,230,2.65895
185,230,2.65895
186,230,2.65895
187,230,2.65895
188,230,2.65895
189,230,2.65895
190,230,2.65895
191,230,2.65895
192,230,2.65895
193,230,2.65895
194,230,2.65895
195,230,2.65895
196,230,2.65895
197,230,2.64418
198,230,2.64418
199,230,2.65895
200,230,2.65895
201,230,2.65895
202,230,2.64418
203,230,2.65895
204,230,2.65895
205,230,2.64418
206,230,2.64418
207,230,2.62945
208,230,2.62945
209,230,2.61475
210,230,2.60008
211,230,2.58546
212,230,2.58546
213,230,2.57086
214,230,2.57086
215,230,2.52729
216,230,2.51283
217,230,2.51283
218,230,2.51283
219,230,2.51283
220,230,2.51283
221,230,2.51283
222,230,2.49841
223,230,2.51283
224,230,2.49841
225,230,2.49841
226,230,2.48403
227,230,2.48403
228,230,2.48403
229,230,2.48403
230,230,2.49841
231,230,2.49841
232,230,2.49841
233,230,2.49841
234,230,2.49841
235,230,2.49841
236,230,2.49841
237,230,2.49841
238,230,2.49841
239,230,2.49841
240,230,2.49841
241,230,2.49841
242,230,2.51283
243,230,2.51283
244,230,2.51283
245,230,2.52729
246,230,2.52729
247,230,2.52729
248,230,2.51283
249,230,2.51283
250,230,2.51283
251,230,2.51283
252,230,2.49841
253,230,2.49841
254,230,2.49841
255,230,2.48403
256,230,2.48403
257,230,2.48403
258,230,2.49841
259,230,2.49841
260,230,2.51283
261,230,2.51283
262,230,2.51283
263,230,2.52729
264,230,2.52729
265,230,2.52729
266,230,2.52729
267,230,2.52729
268,230,2.54178
269,230,2.54178
270,230,2.54178
271,230,2.54178
272,230,2.54178
273,230,2.5563
274,230,2.5563
275,230,2.5563
276,230,2.57086
