laser_id,x_pixel,y_pixel,distance_cm,baseline_distance,seam_signal
1,95,254,59.0700,52.0420,7.0280
1,96,254,59.0160,51.8543,7.1617
1,97,254,58.9755,51.6747,7.3007
1,98,254,58.9212,51.4994,7.4218
1,99,254,58.8575,51.3247,7.5328
1,100,255,58.7869,51.1627,7.6242
1,101,256,58.6938,51.0086,7.6853
1,102,256,58.5825,50.8626,7.7199
1,103,257,58.4529,50.7250,7.7279
1,104,258,58.3052,50.6108,7.6944
1,105,259,58.1395,50.5046,7.6348
1,106,259,57.9926,50.4102,7.5823
1,107,260,57.8464,50.3312,7.5153
1,108,261,57.6824,50.2638,7.4186
1,109,262,57.5371,50.1965,7.3406
1,110,263,57.3924,50.1293,7.2632
1,111,263,57.2485,50.0622,7.1863
1,112,264,57.1047,49.9952,7.1095
1,113,265,56.9615,49.9283,7.0332
1,114,265,56.8191,49.8653,6.9538
1,115,266,56.6775,49.8098,6.8677
1,116,267,56.5538,49.7433,6.8105
1,117,267,56.4128,49.6843,6.7286
1,118,268,56.2898,49.6254,6.6645
1,119,269,56.1674,49.5592,6.6083
1,120,270,56.0450,49.4932,6.5518
1,121,270,55.9232,49.4273,6.4959
1,122,271,55.8021,49.3615,6.4406
1,123,271,55.6809,49.2958,6.3850
1,124,272,55.5773,49.2302,6.3471
1,125,272,55.4742,49.1647,6.3094
1,126,273,55.3885,49.0993,6.2891
1,127,274,55.3028,49.0340,6.2688
1,128,274,55.2175,48.9689,6.2486
1,129,274,55.1154,48.9038,6.2117
1,130,275,55.0306,48.8387,6.1918
1,131,275,54.9457,48.7739,6.1718
1,132,275,54.8612,48.7091,6.1522
1,133,276,54.7939,48.6444,6.1494
1,134,277,54.7265,48.5835,6.1430
1,135,277,54.6591,48.5298,6.1293
1,136,277,54.6254,48.4654,6.1599
1,137,278,54.5917,48.4013,6.1904
1,138,278,54.5580,48.3373,6.2207
1,139,278,54.5412,48.2732,6.2680
1,140,278,54.5245,48.2200,6.3045
1,141,277,54.4911,48.1597,6.3314
1,142,277,54.4411,48.0995,6.3417
1,143,277,54.3915,48.0464,6.3450
1,144,277,54.3253,47.9934,6.3320
1,145,278,54.2266,47.9404,6.2862
1,146,279,54.1118,47.8876,6.2242
