laser_id,x_pixel,y_pixel,distance_cm,baseline_distance,seam_signal
1,90,282,53.5176,50.1209,3.3966
1,91,282,53.4665,50.0986,3.3680
1,92,283,53.4061,50.0762,3.3299
1,93,283,53.3592,50.0539,3.3053
1,94,284,53.3040,50.0315,3.2724
1,95,284,53.2588,50.0315,3.2273
1,96,285,53.1779,50.0315,3.1464
1,97,286,53.0810,50.0315,3.0496
1,98,286,53.0005,50.0315,2.9690
1,99,287,52.9200,50.0315,2.8885
1,100,287,52.8557,50.0240,2.8317
1,101,287,52.7914,50.0129,2.7786
1,102,288,52.7274,50.0017,2.7257
1,103,288,52.6796,49.9906,2.6890
1,104,288,52.6317,49.9869,2.6448
1,105,288,52.5999,49.9833,2.6166
1,106,288,52.5522,49.9726,2.5796
1,107,289,52.5046,49.9611,2.5435
1,108,289,52.4571,49.9572,2.4999
1,109,289,52.4097,49.9498,2.4599
1,110,289,52.3466,49.9276,2.4190
1,111,290,52.2835,49.9275,2.3560
1,112,290,52.2048,49.9127,2.2921
1,113,291,52.1264,49.8979,2.2285
1,114,291,52.0481,49.8978,2.1502
1,115,292,51.9543,49.8756,2.0786
1,116,292,51.8605,49.8682,1.9923
1,117,293,51.7825,49.8645,1.9180
1,118,294,51.7045,49.8534,1.8511
1,119,294,51.6268,49.8423,1.7846
1,120,295,51.5492,49.8386,1.7106
1,121,295,51.4719,49.8356,1.6363
1,122,295,51.3946,49.8267,1.5679
1,123,295,51.3329,49.8245,1.5084
1,124,296,51.2867,49.8238,1.4629
1,125,296,51.2253,49.8238,1.4015
1,126,297,51.1793,49.8238,1.3555
1,127,297,51.1333,49.8238,1.3096
1,128,297,51.0722,49.8238,1.2484
1,129,297,51.0110,49.7845,1.2265
1,130,298,50.9652,49.6666,1.2987
1,131,298,50.9195,49.5464,1.3730
1,132,298,50.8739,49.4192,1.4547
1,133,299,50.8283,49.2849,1.5434
1,134,299,50.7828,49.1435,1.6392
1,135,299,50.7221,48.9916,1.7305
1,136,299,50.6767,48.8326,1.8441
1,137,300,50.6314,48.6739,1.9575
1,138,300,50.5860,48.5225,2.0635
1,139,300,50.5408,48.3712,2.1696
1,140,301,50.4956,48.2129,2.2828
1,141,301,50.4505,48.0658,2.3847
1,142,301,50.4053,47.9481,2.4572
1,143,301,50.3752,47.8846,2.4907
1,144,302,50.3303,47.8212,2.5090
1,145,302,50.2853,47.7579,2.5273
1,146,302,50.2553,47.6947,2.5607
1,147,302,50.2254,47.6420,2.5834
1,148,302,50.1955,47.5965,2.5990
1,149,303,50.1507,47.5545,2.5962
1,150,303,50.1209,47.5127,2.6082
1,151,303,50.0911,47.4813,2.6098
1,152,303,50.0613,47.4500,2.6113
1,153,303,50.0315,47.4152,2.6163
1,154,304,49.9869,47.3735,2.6134
1,155,304,49.9572,47.3423,2.6149
1,156,304,49.9276,47.3111,2.6164
1,157,304,49.8979,47.2765,2.6214
1,158,304,49.8682,47.2350,2.6333
1,159,305,49.8386,47.2039,2.6347
1,160,305,49.8238,47.1728,2.6510
1,161,305,49.8238,47.1417,2.6820
1,162,305,49.8238,47.1106,2.7131
1,163,305,49.8238,47.0693,2.7545
1,164,305,49.8238,47.0349,2.7889
1,165,305,49.8386,47.0039,2.8347
1,166,304,49.8534,46.9729,2.8804
1,167,304,49.8682,46.9420,2.9262
1,168,304,49.8978,46.9179,2.9799
1,169,304,49.9275,46.8939,3.0336
1,170,304,49.9572,46.8631,3.0941
1,171,304,49.9869,46.8220,3.1649
1,172,304,50.0017,46.7946,3.2071
1,173,303,50.0166,46.7672,3.2493
1,174,303,50.0315,46.7399,3.2916
1,175,303,50.0315,46.6989,3.3325
1,176,303,50.0315,46.6717,3.3598
1,177,303,50.0315,46.6444,3.3870
1,178,303,49.9726,46.6172,3.3555
1,179,303,49.8267,46.5764,3.2504
1,180,304,49.6666,46.5356,3.1310
1,181,304,49.5064,46.5084,2.9980
1,182,304,49.3320,46.4813,2.8508
1,183,308,49.1435,46.4541,2.6894
1,184,313,48.9409,46.4270,2.5140
1,185,314,48.7243,46.3998,2.3245
1,186,314,48.5225,46.3728,2.1498
1,187,315,48.3208,46.3457,1.9750
1,188,316,48.1050,46.3457,1.7593
1,189,317,47.9481,46.3457,1.6024
1,190,318,47.8634,46.3457,1.5177
1,191,318,47.7790,46.3457,1.4333
1,192,318,47.6947,46.3457,1.3489
1,193,319,47.6245,46.3457,1.2788
1,194,319,47.5685,46.3457,1.2227
1,195,319,47.5127,46.3457,1.1669
1,196,320,47.4709,46.3457,1.1252
1,197,320,47.4291,46.3457,1.0834
1,198,320,47.3735,46.3457,1.0278
1,199,320,47.3319,46.3457,0.9862
1,200,321,47.2903,46.3457,0.9446
1,201,321,47.2350,46.3457,0.8893
1,202,321,47.1935,46.3457,0.8478
1,203,322,47.1521,46.3457,0.8064
1,204,322,47.1106,46.3457,0.7649
1,205,322,47.0555,46.3457,0.7098
1,206,323,47.0142,46.3457,0.6685
1,207,323,46.9729,46.3457,0.6272
1,208,323,46.9317,46.3457,0.5859
1,209,323,46.9042,46.3457,0.5585
1,210,324,46.8631,46.3457,0.5174
1,211,324,46.8220,46.3457,0.4762
1,212,324,46.7946,46.3457,0.4489
1,213,324,46.7672,46.3457,0.4215
1,214,324,46.7399,46.3457,0.3942
1,215,325,46.6989,46.3457,0.3532
1,216,325,46.6717,46.3457,0.3259
1,217,325,46.6444,46.3457,0.2987
1,218,325,46.6172,46.3457,0.2714
1,219,325,46.5764,46.3457,0.2306
1,220,326,46.5356,46.3457,0.1898
1,221,326,46.5084,46.3457,0.1627
1,222,326,46.4813,46.3457,0.1355
1,223,326,46.4541,46.3457,0.1084
1,224,327,46.4270,46.3457,0.0812
1,225,327,46.3998,46.3457,0.0541
1,226,327,46.3728,46.3457,0.0270
1,227,327,46.3457,46.3457,0.0000
1,228,327,46.3187,46.3457,-0.0270
1,229,327,46.2916,46.3457,-0.0541
1,230,327,46.2781,46.3457,-0.0676
1,231,328,46.2646,46.3457,-0.0811
1,232,328,46.2511,46.3457,-0.0946
1,233,328,46.2376,46.3457,-0.1081
1,234,328,46.2241,46.3457,-0.1216
1,235,328,46.2106,46.3457,-0.1351
1,236,328,46.1972,46.3457,-0.1486
1,237,328,46.1972,46.3457,-0.1486
1,238,328,46.1972,46.3457,-0.1486
1,239,328,46.1972,46.3457,-0.1486
1,240,328,46.1972,46.3457,-0.1486
1,241,328,46.1972,46.3457,-0.1486
1,242,328,46.1972,46.3457,-0.1486
1,243,328,46.1837,46.3457,-0.1620
1,244,328,46.1703,46.3457,-0.1755
1,245,328,46.1568,46.3457,-0.1889
1,246,328,46.1434,46.3457,-0.2024
1,247,328,46.1299,46.3457,-0.2158
1,248,329,46.1165,46.3190,-0.2026
1,249,329,46.1030,46.3188,-0.2157
1,250,329,46.0896,46.3187,-0.2291
1,251,329,46.0761,46.2917,-0.2156
1,252,329,46.0627,46.2916,-0.2289
1,253,329,46.0492,46.2781,-0.2289
1,254,329,46.0492,46.2651,-0.2159
1,255,329,46.0492,46.2646,-0.2154
