laser_id,x_pixel,y_pixel,distance_cm
2,0,278,3.34535
2,1,278,3.3182
2,2,278,3.30413
2,3,279,3.29319
2,4,280,3.28275
2,5,292,3.27422
2,6,292,3.25712
2,7,289,3.24002
2,8,289,3.21834
2,9,290,3.19368
2,10,290,3.16909
2,11,289,3.16605
2,12,289,3.16453
2,13,292,3.15843
2,14,295,3.1493
2,15,296,3.1417
2,16,294,3.1341
2,17,293,3.12346
2,18,293,3.11282
2,19,295,3.10677
2,20,295,3.10526
2,21,295,3.10526
2,22,296,3.09326
2,23,296,3.08123
2,24,296,3.0782
2,25,296,3.0782
2,26,296,3.0782
2,27,302,3.07669
2,28,301,3.07519
2,29,295,3.07218
2,30,295,3.06917
2,31,295,3.06767
2,32,296,3.06616
2,33,297,3.06765
2,34,298,3.06616
2,35,298,3.03664
2,36,297,3.00138
2,37,297,2.96468
2,38,301,2.92665
2,39,302,2.8887
2,40,315,2.84661
2,41,319,2.80451
2,42,320,2.75114
2,43,322,2.69639
2,44,323,2.649
2,45,327,2.60172
2,46,327,2.51764
2,47,334,2.43803
2,48,335,2.35985
2,49,334,2.28452
2,50,335,2.21061
2,51,377,2.14234
2,52,378,2.0728
2,53,378,2.01176
2,54,378,1.91486
2,55,378,1.81657
2,56,378,1.72209
2,57,379,1.68466
2,58,380,1.64851
2,59,410,1.61236
2,60,410,1.57742
2,61,408,1.54371
2,62,407,1.51
2,63,407,1.47756
2,64,407,1.44639
2,65,406,1.45248
2,66,405,1.45734
2,67,405,1.45978
2,68,405,1.45978
2,69,405,1.45978
2,70,405,1.45978
2,71,406,1.45856
2,72,406,1.45734
2,73,407,1.45612
2,74,407,1.43088
2,75,407,1.40682
2,76,407,1.38157
2,77,406,1.35755
2,78,406,1.33353
2,79,426,1.31073
2,80,425,1.28793
2,81,426,1.26512
2,82,426,1.24232
2,83,426,1.2183
2,84,426,1.19428
2,85,426,1.50995
2,86,426,1.82444
2,87,426,2.14011
2,88,426,2.45578
2,89,426,2.77146
1,285,130,3.08713
1,286,130,3.4028
1,287,130,3.71847
1,288,130,4.03415
1,289,130,4.34982
1,290,130,4.66549
1,291,130,4.66549
1,292,130,4.66549
1,293,130,4.66549
1,294,130,4.66549
1,295,130,4.66752
1,296,130,4.66954
1,297,130,4.67157
1,298,130,4.67359
1,299,130,4.67562
1,300,129,4.67764
1,301,129,4.67967
1,302,129,4.68169
1,303,129,4.68372
1,304,129,4.68574
1,305,129,4.68777
1,306,129,4.68777
1,307,129,4.68777
1,308,129,4.68777
1,309,129,4.68777
1,310,129,4.68777
1,311,129,4.68777
1,312,129,4.68777
1,313,129,4.68777
1,314,129,4.68777
1,315,129,4.68777
1,316,129,4.68777
1,317,129,4.68777
1,318,129,4.68777
1,319,129,4.68777
1,320,129,4.68777
1,321,129,4.68777
1,322,129,4.68777
1,323,129,4.68777
1,324,129,4.68777
1,325,129,4.68777
1,326,129,4.68777
1,327,129,4.68777
1,328,129,4.68777
1,329,129,4.68777
1,330,129,4.68777
1,331,129,4.68777
1,332,129,4.68777
1,333,129,4.68777
1,334,129,4.6898
1,335,129,4.69389
1,336,129,4.69797
1,337,129,4.70206
1,338,129,4.70614
1,339,128,4.71023
1,340,127,4.71431
1,341,127,4.7184
1,342,127,4.72248
1,343,127,4.72656
1,344,127,4.73065
1,345,127,4.7327
1,346,127,4.7327
1,347,127,4.7327
1,348,127,4.7327
1,349,127,4.7327
1,350,127,4.7327
1,351,127,4.7327
